"Name","Type","Resource","Amount","TID","InfoTID","Tag1","ExpireTimeInHours","IsInShop","HighlightUnseen","RandomSelectionWeight","Order","ShowOnlyOnce","MaxPurchaseCount","MaxPurchaseCountAllTime","ValueTID","BillingPackage","GemCost","AutoGemCostPct","AutoAmountPct","DurationDays","Worker","DecorationBuilding","OfferMovieClip","Potion","PotionLevel","WorkerForSkin","Worker2ForSkin","Skin","IconSWF","IconExportName","IconBackgroundFrameLabel","ProductIconBackgroundFrameLabel","ConfirmPopupIconExportName","AnimateMovieClip","InFixedCategory","MinVillageXPLevel","MaxVillageXPLevel","VillageXPLevelRemove","MustBeInValley","OverrideProductIconMovieClip","ProductInfoTitleTID","ProductInfoTID","ProductInfoConfirmPopupTID"
"Shop0044_Potion_ClayDigger2","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",2,,1,,,,60,,,,,,,"PotionSpeedClaydigger",2,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,5,15,,,,,,
"Shop0045_Potion_ClayDigger3","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",3,,1,,,,90,,,,,,,"PotionSpeedClaydigger",3,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,8,,,,,,,
"Shop0046_Potion_Stonemason1","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",1,,1,,,,30,,,,,,,"PotionSpeedStonemason",1,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,5,7,,,,,,
"Shop0047_Potion_Stonemason2","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",2,,1,,,,60,,,,,,,"PotionSpeedStonemason",2,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,6,15,,,,,,
"Shop0048_Potion_Stonemason3","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",3,,1,,,,90,,,,,,,"PotionSpeedStonemason",3,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,8,,,,,,,
"Shop0049_Potion_BrickMaker1","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",1,,1,,,,30,,,,,,,"PotionSpeedBrickmaker",1,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,9,9,,,,,,
"Shop0050_Potion_BrickMaker2","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",2,,1,,,,60,,,,,,,"PotionSpeedBrickmaker",2,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,10,15,,,,,,
"Shop0051_Potion_BrickMaker3","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",3,,1,,,,90,,,,,,,"PotionSpeedBrickmaker",3,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,11,,,,,,,
"Shop0052_Potion_Sawyer1","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",1,,1,,,,30,,,,,,,"PotionSpeedSawyer",1,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,10,10,,,,,,
"Shop0053_Potion_Sawyer2","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",2,,1,,,,60,,,,,,,"PotionSpeedSawyer",2,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,11,15,,,,,,
"Shop0054_Potion_Sawyer3","Potion",,1,"TID_SHOP_ITEM_TITLE",,"Potions",,"TRUE",,"1",3,,1,,,,90,,,,,,,"PotionSpeedSawyer",3,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,11,,,,,,,
"Shop0055_Potion_NoFood1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionNoFood",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,5,7,,,,,,
"Shop0056_Potion_NoFood2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionNoFood",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,6,15,,,,,,
"Shop0057_Potion_NoFood3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionNoFood",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,9,,,,,,,
"Shop0058_Potion_Lumberjack1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionSpeedLumberjack",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,5,7,,,,,,
"Shop0059_Potion_Lumberjack2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionSpeedLumberjack",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,6,15,,,,,,
"Shop0060_Potion_Lumberjack3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionSpeedLumberjack",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,9,,,,,,,
"Shop0061_Potion_Farmer1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionSpeedFarmer",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,5,7,,,,,,
"Shop0062_Potion_Farmer2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionSpeedFarmer",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,6,15,,,,,,
"Shop0063_Potion_Farmer3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionSpeedFarmer",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,9,,,,,,,
"Shop0064_Potion_Researcher1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionSpeedResearcher",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,5,8,,,,,,
"Shop0065_Potion_Researcher2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionSpeedResearcher",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,7,15,,,,,,
"Shop0066_Potion_Researcher3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionSpeedResearcher",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,9,,,,,,,
"Shop0067_Potion_ClayDigger1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionSpeedClaydigger",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,5,7,,,,,,
"Shop0068_Potion_ClayDigger2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionSpeedClaydigger",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,6,15,,,,,,
"Shop0069_Potion_ClayDigger3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionSpeedClaydigger",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,9,,,,,,,
"Shop0070_Potion_Stonemason1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionSpeedStonemason",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,6,7,,,,,,
"Shop0071_Potion_Stonemason2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionSpeedStonemason",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,7,15,,,,,,
"Shop0072_Potion_Stonemason3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionSpeedStonemason",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,9,,,,,,,
"Shop0073_Potion_BrickMaker1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionSpeedBrickmaker",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,9,9,,,,,,
"Shop0074_Potion_BrickMaker2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionSpeedBrickmaker",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,10,15,,,,,,
"Shop0075_Potion_BrickMaker3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionSpeedBrickmaker",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,11,,,,,,,
"Shop0076_Potion_Sawyer1_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",1,,1,,"TID_SHOP_MINUS_50_PCT",,15,,,,,,,"PotionSpeedSawyer",1,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,10,10,,,,,,
"Shop0077_Potion_Sawyer2_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",2,,1,,"TID_SHOP_MINUS_50_PCT",,30,,,,,,,"PotionSpeedSawyer",2,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,11,15,,,,,,
"Shop0078_Potion_Sawyer3_Discount","Potion",,1,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE","TRUE","1",3,,1,,"TID_SHOP_MINUS_50_PCT",,45,,,,,,,"PotionSpeedSawyer",3,,,,"sc/ui.sc",,"value",,"shop_item_confirm_special_popup",,,11,,,,,,,
"Shop0079_Shop_RentAWorker","RentAWorker",,1,"TID_SHOP_ITEM_TITLE","TID_SHOP_WORKER_SUBTITLE","RentAWorker",,"TRUE",,"1",1,,1,,,,200,,,2,"TempWorker",,,,,,,,"sc/ui.sc","shop_offer_small_worker","worker",,"shop_item_confirm_special_popup","sc/ui.sc#offer_animation_template",,4,,,,,"TID_SHOP_WORKER_DESCRIPTION_TITLE","TID_SHOP_WORKER_DESCRIPTION","TID_SHOP_WORKER_DESCRIPTION_CONFIRM_POPUP"
"Shop0080_Deco_Normal_FlowerBedBluebells","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",2,,10,,,,8,,,,,"FlowerBedBluebells",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0081_Deco_Normal_FlowerBedTulips","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",2,,10,,,,8,,,,,"FlowerBedTulips",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0082_Deco_Normal_FlowerBedSunflowers","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",2,,10,,,,8,,,,,"FlowerBedSunflowers",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0083_Deco_Normal_Campers_Flowers_Pink","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",2,,10,,,,12,,,,,"Campers_Flowers_Pink",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0084_Deco_Normal_Campers_Flowers_Yellow","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",2,,10,,,,12,,,,,"Campers_Flowers_Yellow",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0085_Deco_Normal_Campers_Flowers_White","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",2,,10,,,,12,,,,,"Campers_Flowers_White",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0086_Deco_Normal_Flower_Pot_1","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",3,,10,,,,20,,,,,"Flower_Pot_1",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0087_Deco_Normal_Flower_Pot_2","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",3,,10,,,,20,,,,,"Flower_Pot_2",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0088_Deco_Normal_Flower_Pot_3","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",3,,10,,,,20,,,,,"Flower_Pot_3",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0089_Deco_Normal_Flower_Pot_4","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",3,,10,,,,15,,,,,"Flower_Pot_4",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0090_Deco_Normal_Festival_Pottedflowers","Decoration",,1,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",3,,10,,,,25,,,,,"Festival_Pottedflowers",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
"Shop0091_Deco_Normal_Garden_tile_1","Decoration",,4,"TID_SHOP_ITEM_TITLE",,"ValueDecos",,"TRUE",,"1",4,,10,,,,16,,,,,"Garden_tile_1",,,,,,,"sc/ui.sc",,"basic",,"shop_item_confirm_special_popup",,,,,,,,,,
