"Name","TID","InfoTID","SCW","SCWLod2","SCWLod3","BaseSCW","GrowingSCW","CollisionShape","Scale","ClearTimeSeconds","ClearXP","Width","Height","Passable","SubObjects","SubObjectX","SubObjectY","AutoGrow","GrowthTime","RespawnNeighbor","ClearResource","ClearCost","LootResource","LootCount","ClearEffect","PickUpEffect","SpawnWeight","RespawnWeight","ClearOnTouch","ClearGroup","LootMultiplierForVersion2","AppearancePeriodHours","MinRespawnTimeHours","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceAverageSeconds","SpawnResourceHarvestSeconds","SpawnCount","LootDefensePercentage","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","LightsOn","VillageType","Village2RespawnCount","VariationCount","TallGrass","TallGrassSpawnPoint","HarvestCount","InfiniteHarvest","HarvestTimeScale","HarvestResource","HarvestAmount","HarvestTime","HarvestProfession","HarvestLeftovers","RandomYaw","RandomPitch","RandomScale","FallAnimation","SpawnSpirit","HideInValleyLod","UIBackgroundExportName","TouchEffect","Deprecated"
"Trees_sap_small","TID_OBSTACLE_TREE_MEDIUM","TID_OBSTACLE_FOREST_INFO","sc3d/envp_trees_sap_small_geo.glb#lod1","sc3d/envp_trees_sap_small_geo.glb#lod2","sc3d/envp_trees_sap_small_geo.glb#lod2",,,"obs_Trees_sap_small",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",2,30,"Lumberjack","Stump_2x2",0,1,15,"true","true",,"bg_image_village_resource_wood",,
"Bush","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/envp_bush_geo.glb#lod1","sc3d/envp_bush_geo.glb#lod2","sc3d/envp_bush_geo.glb#lod2",,,"obs_Bush",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_bush",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","true",,"bg_image_village_resource_wood",,
"Fern","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/envp_fern_geo.glb",,,,,"obs_Fern",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_bush",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","true",,"bg_image_village_resource_wood",,
"Grass_a","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/envp_grass_a_geo.glb",,,,,"obs_Fern",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_bush",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","false",,"bg_image_village_resource_wood",,
"Grass_b","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/envp_grass_b_geo.glb",,,,,"obs_Fern",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_bush",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","false",,"bg_image_village_resource_wood",,
"Leave_a","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/envp_leaves_a_geo.glb",,,,,"obs_Bush",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_bush",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","true",,"bg_image_village_resource_wood",,
"Leave_b","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/envp_leaves_b_geo.glb",,,,,"obs_berryBush",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_bush",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","true",,"bg_image_village_resource_wood",,
"Tree_small","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/small_tree_geo.glb",,,,,"TreeSmall",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","true",,"bg_image_village_resource_wood",,
"Tree_medium","TID_OBSTACLE_TREE_MEDIUM","TID_OBSTACLE_FOREST_INFO","sc3d/medium_tree_geo.glb",,,,,"TreeMed",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",2,30,"Lumberjack","Stump_2x2",0,1,15,"true","true",,"bg_image_village_resource_wood",,
"Tree_big","TID_OBSTACLE_TREE_BIG","TID_OBSTACLE_FOREST_INFO","sc3d/large_tree_geo.glb",,,,,"TreeBig",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",4,30,"Lumberjack","Stump_2x2",0,1,15,"true","true",,"bg_image_village_resource_wood",,
"Tree_small_2","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/small_tree_2_geo.glb",,,,,"TreeSmall2",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,5,"true","true",,"bg_image_village_resource_wood",,
"Tree_medium_2","TID_OBSTACLE_TREE_MEDIUM","TID_OBSTACLE_FOREST_INFO","sc3d/medium_tree_2_geo.glb",,,,,"TreeMed2",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",2,30,"Lumberjack","Stump_2x2",0,1,15,"true","true",,"bg_image_village_resource_wood",,
"Tree_big_2","TID_OBSTACLE_TREE_BIG","TID_OBSTACLE_FOREST_INFO","sc3d/large_tree_2_geo.glb",,,,,"TreeBig2",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",4,30,"Lumberjack","Stump_2x2",0,1,15,"true","true",,"bg_image_village_resource_wood",,
"Pumpkins","TID_OBSTACLE_PUMPKINS","TID_OBSTACLE_PUMPKINS_INFO","sc3d/pumpkin_geo.glb",,,,"sc3d/pumpkin_growing_geo.glb",,100,,,0,0,"true",,,,,100,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Pumpkin",,10,,,0,25,2,,"false",,,,
"Stump_2x2",,,"sc3d/envp_trees_stump_geo.glb",,,,,,67,,,1,1,"true",,,,,,,,,,,,"Tap_stump",0,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,
"Stump_4_1",,,"sc3d/envp_trees_stump_geo.glb",,,,,,60,,,1,1,"true",,,,,,,,,,,,"Tap_stump",0,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,
"Stump_4_2",,,"sc3d/envp_trees_stump_geo.glb",,,,,,64,,,1,1,"true",,,,,,,,,,,,"Tap_stump",0,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,
"Stump_4_3",,,"sc3d/envp_trees_stump_geo.glb",,,,,,57,,,1,1,"true",,,,,,,,,,,,"Tap_stump",0,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,
"Stump_4_4",,,"sc3d/envp_trees_stump_geo.glb",,,,,,69,,,1,1,"true",,,,,,,,,,,,"Tap_stump",0,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,
"BerryBush","TID_OBSTACLE_BERRY_BUSH","TID_OBSTACLE_BERRY_BUSH_INFO","sc3d/envp_raspberries_geo.glb",,,,,"obs_berryBush",100,,,1,1,"true",,,,,,"Berry",,,,,,"Tap_rasberries",7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Berry",1,5,"Forager",,0,5,10,,"true","TRUE","bg_image_village_resource_berries",,
"Mushrooms","TID_OBSTACLE_MUSHROOMS","TID_OBSTACLE_MUSHROOMS_INFO","sc3d/envp_mushrooms_geo.glb#lod1","sc3d/envp_mushrooms_geo.glb#lod2","sc3d/envp_mushrooms_geo.glb#lod3",,,"Mushrooms",100,,,1,1,"true",,,,,,"Mushroom",,,,,,"Tap_mushrooms",9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Mushroom",,5,"Forager",,0,5,10,,"false","TRUE","bg_image_village_resource_mushrooms",,
"Large Stone","TID_OBSTACLE_BIG_STONE","TID_OBSTACLE_STONE_INFO","sc3d/large_stone_geo.glb",,,,,"Box2x2",100,,,2,2,"false",,,,,,"Stone",,,,,,"Tap_stone_deposit",7,,,,,,,,,,,,,,,,,,,,,,,,,8,,,"Stone",,45,"Stonemason",,0,5,5,,"true","TRUE","bg_image_village_resource_stone",,
"Small Stone 1","TID_OBSTACLE_STONE","TID_OBSTACLE_STONE_INFO","sc3d/small_stone_geo.glb",,,,,"obs_SmallStone1",100,,,1,1,"false",,,,,,"Stone",,,,,,"Tap_stone_deposit",7,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Stone",,45,"Stonemason",,0,5,5,,"false","TRUE","bg_image_village_resource_stone",,
"Small Stone 2","TID_OBSTACLE_STONE","TID_OBSTACLE_STONE_INFO","sc3d/small_stone_geo.glb",,,,,"obs_SmallStone1",95,,,1,1,"false",,,,,,"Stone",,,,,,"Tap_stone_deposit",7,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Stone",,45,"Stonemason",,0,5,5,,"false","TRUE","bg_image_village_resource_stone",,
"Small Stone 3","TID_OBSTACLE_STONE","TID_OBSTACLE_STONE_INFO","sc3d/small_stone_geo.glb",,,,,"obs_SmallStone1",105,,,1,1,"false",,,,,,"Stone",,,,,,"Tap_stone_deposit",7,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Stone",,45,"Stonemason",,0,5,5,,"false","TRUE","bg_image_village_resource_stone",,
"Stump_1x1",,,"sc3d/envp_trees_stump_geo.glb",,,,,,60,,,1,1,"true",,,,,,,,,,,,"Tap_stump",0,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,10,,"false",,,,
"BerryClump","TID_OBSTACLE_BERRY_BUSH","TID_OBSTACLE_BERRY_BUSH_INFO",,,,,,"ClumpBase",100,,,2,2,"true","BerryBush",0,0,,,"Berry",,,,,,"Tap_rasberries",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,"true","TRUE","bg_image_village_resource_berries",,
,,,,,,,,,,,,,,,"BerryBush",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"BerryBush",0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"BerryBush",100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_small","TID_OBSTACLE_TREE_CLUMP_MEDIUM","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_4x4_geo.glb",,"ClumpBase",100,,,4,4,"false","Trees_pine_med",249,166,,,"Tree",,,,,,"Tap_tree",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_pine_small",279,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_pine_large",100,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_pine_med",192,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_pine_med",75,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_medium","TID_OBSTACLE_TREE_CLUMP_BIG","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_5x5_geo.glb",,"ClumpBase",100,,,5,5,"false","Trees_round_large",121,247,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_large",162,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_large",130,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_med",372,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_med",-1,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",256,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_large","TID_OBSTACLE_TREE_CLUMP_BIG","TID_INFO_DEEP_FOREST",,,,"sc3d/envp_trees_base_5x5_geo.glb",,"ClumpBase",100,,,5,5,"false","Trees_sap_large",150,-3,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,"true",200,,,,,,0,,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_huge",56,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_pine_large",289,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Fern",213,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_pine_large",288,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_large",396,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",81,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",194,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tree_tiny","TID_OBSTACLE_TREE_SMALL","TID_OBSTACLE_FOREST_INFO","sc3d/small_tree_geo.glb",,,,,"TreeSmall",100,,,1,1,"false",,,,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wood",1,30,"Lumberjack","Stump_1x1",0,1,7,"true","true",,"bg_image_village_resource_wood",,
"TreeClump_small2","TID_OBSTACLE_TREE_CLUMP_SMALL","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_2x2_geo.glb",,"ClumpBase",100,,,2,2,"false","Trees_sap_small",13,7,,,"Tree",,,,,,"Tap_tree",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_sap_med",117,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_large",52,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreeClump_small3","TID_OBSTACLE_TREE_CLUMP_SMALL","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_2x2_geo.glb",,"ClumpBase",100,,,2,2,"false","Trees_round_large",-34,31,,,"Tree",,,,,,"Tap_tree",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_med",115,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",76,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LargeClay1","TID_OBSTACLE_BIG_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_big_geo.glb",,,,,"obs_LargeClay1",100,,,2,2,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",5,,,,,,,,,,,,,,,,,,,,,,,,,8,,,"Clay",,45,"Claydigger",,23,1,5,,"false","TRUE","bg_image_village_resource_clay",,
"SmallClay1","TID_OBSTACLE_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_small_geo.glb",,,,,"obs_SmallClay1",100,,,1,1,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",10,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Clay",,45,"Claydigger",,23,1,5,,"false","TRUE","bg_image_village_resource_clay",,
"SmallClay2","TID_OBSTACLE_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_small_geo.glb",,,,,"obs_SmallClay1",100,,,1,1,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",10,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"Clay",,45,"Claydigger",,23,1,5,,"false","TRUE","bg_image_village_resource_clay",,
"LargeClay2","TID_OBSTACLE_BIG_CLAY","TID_OBSTACLE_CLAY_INFO","sc3d/envp_clay_deposit_big_geo.glb",,,,,"obs_LargeClay1",100,,,2,2,"false",,,,,,"Clay",,,,,,"Tap_clay_deposit",5,,,,,,,,,,,,,,,,,,,,,,,,,8,,,"Clay",,45,"Claydigger",,23,1,5,,"false","TRUE","bg_image_village_resource_clay",,
"TreeClump_medium_ftue","TID_OBSTACLE_TREE_CLUMP_BIG","TID_OBSTACLE_FOREST_INFO",,,,"sc3d/envp_trees_base_3x3_geo.glb",,"ClumpBase",100,,,3,3,"false","Trees_round_large",72,148,,,"Tree",,,,,,"Tap_tree",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,,"true","true",,"bg_image_village_resource_wood",,
,,,,,,,,,,,,,,,"Trees_round_small",97,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_med",78,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",223,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_round_small",-1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Trees_sap_small",153,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BerryClump_ftue","TID_OBSTACLE_BERRY_BUSH","TID_OBSTACLE_BERRY_BUSH_INFO",,,,,,"ClumpBase",100,,,2,2,"true","BerryBush",0,0,,,"Berry",,,,,,"Tap_rasberries",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,"true","TRUE","bg_image_village_resource_berries",,
,,,,,,,,,,,,,,,"BerryBush",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"BerryBush",0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"BerryBush",100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mushrooms_stump_ftue","TID_OBSTACLE_MUSHROOMS","TID_OBSTACLE_MUSHROOMS_INFO","sc3d/envp_mushrooms_geo.glb#lod1","sc3d/envp_mushrooms_geo.glb#lod2","sc3d/envp_mushrooms_geo.glb#lod3",,,"Mushrooms",100,,,1,1,"true",,,,,,"Mushroom",,,,,,"Tap_mushrooms",9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Mushroom",,5,"Forager",,0,10,10,,"false","TRUE","bg_image_village_resource_mushrooms",,
"Mushrooms_ftue","TID_OBSTACLE_MUSHROOMS","TID_OBSTACLE_MUSHROOMS_INFO","sc3d/envp_mushrooms_geo.glb#lod1","sc3d/envp_mushrooms_geo.glb#lod2","sc3d/envp_mushrooms_geo.glb#lod3",,,"Mushrooms",100,,,1,1,"true",,,,,,"Mushroom",,,,,,"Tap_mushrooms",9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Mushroom",,5,"Forager",,0,10,10,,"false","TRUE","bg_image_village_resource_mushrooms",,
"TradingAreaGround",,,"sc3d/bldv_market_ground.glb",,,,,,100,,,1,1,"true",,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","TRUE",,,
